EMIS_Code,School_Name,District,Tehsil,Area_Used,OSM_Type,OSM_ID,OSM_Name,OSM_Latitude,OSM_Longitude,OSM_URL,Distance_km,Distance_Reference,Similarity_Score,Token_Jaccard,Token_Containment,String_Ratio,Confidence_Tier,Reviewer_Decision,Status
32110506,GPS BAGH ALI MOLE,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921954047,National College,30.21414,71.472352,https://www.openstreetmap.org/node/1921954047,92.1,district sibling median (1 schools),0.483,0.0,0.0,0.483,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110506,GPS BAGH ALI MOLE,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,182208452,FG inter College,29.382588,71.670344,https://www.openstreetmap.org/way/182208452,166.1,district sibling median (1 schools),0.483,0.0,0.0,0.483,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110506,GPS BAGH ALI MOLE,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1925507849,FG inter College,29.38272,71.670642,https://www.openstreetmap.org/node/1925507849,166.1,district sibling median (1 schools),0.483,0.0,0.0,0.483,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110506,GPS BAGH ALI MOLE,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921952514,Bright Career School,30.17307,71.484325,https://www.openstreetmap.org/node/1921952514,95.1,district sibling median (1 schools),0.462,0.0,0.0,0.462,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110506,GPS BAGH ALI MOLE,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1925508144,Tibia College,29.403267,71.674177,https://www.openstreetmap.org/node/1925508144,164.6,district sibling median (1 schools),0.462,0.0,0.0,0.462,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110506,GPS BAGH ALI MOLE,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,54.8,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32110506,GPS BAGH ALI MOLE,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,1433082477,(unnamed amenity=school POI),29.805058,70.621852,https://www.openstreetmap.org/way/1433082477,83.0,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32110506,GPS BAGH ALI MOLE,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,92.1,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32110565,GGPS SUMRA GABOOL,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921954033,Muslim Public Girls Highschool,30.17571,71.485999,https://www.openstreetmap.org/node/1921954033,95.1,district sibling median (1 schools),0.483,0.0,0.0,0.483,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110565,GGPS SUMRA GABOOL,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,4382918282,Govt Boys High School Guranwala,30.103392,70.627083,https://www.openstreetmap.org/node/4382918282,49.9,district sibling median (1 schools),0.476,0.0,0.0,0.476,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110565,GGPS SUMRA GABOOL,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921953665,Jamia Bab ul Aloom,30.19397,71.45746,https://www.openstreetmap.org/node/1921953665,91.7,district sibling median (1 schools),0.467,0.0,0.0,0.467,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110565,GGPS SUMRA GABOOL,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,6352481390,HIGH AIMS MIDDLE SCHOOL MANI SIAL,30.283723,71.792574,https://www.openstreetmap.org/node/6352481390,118.6,district sibling median (1 schools),0.462,0.0,0.0,0.462,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110565,GGPS SUMRA GABOOL,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,13275105514,GPS Madil Wala,30.461573,71.031784,https://www.openstreetmap.org/node/13275105514,43.0,district sibling median (1 schools),0.455,0.0,0.0,0.455,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110565,GGPS SUMRA GABOOL,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,5502039522,Hassan Abad,28.600631,70.207218,https://www.openstreetmap.org/node/5502039522,220.1,district sibling median (1 schools),0.435,0.0,0.0,0.435,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110565,GGPS SUMRA GABOOL,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,54.8,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32110565,GGPS SUMRA GABOOL,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,1433082477,(unnamed amenity=school POI),29.805058,70.621852,https://www.openstreetmap.org/way/1433082477,83.0,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32110565,GGPS SUMRA GABOOL,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,92.1,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32110836,GGCMS FEROZ WALA,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,4595777490,Govt. Primary school Qaim Fareed Wala,30.713484,70.955074,https://www.openstreetmap.org/node/4595777490,38.9,district sibling median (1 schools),0.562,0.2,0.333,0.562,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110836,GGCMS FEROZ WALA,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,13275105514,GPS Madil Wala,30.461573,71.031784,https://www.openstreetmap.org/node/13275105514,43.0,district sibling median (1 schools),0.5,0.25,0.5,0.462,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110836,GGCMS FEROZ WALA,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,5535886325,Lohar wala,29.958369,70.599833,https://www.openstreetmap.org/node/5535886325,65.9,district sibling median (1 schools),0.5,0.25,0.5,0.462,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110836,GGCMS FEROZ WALA,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,6043058786,GPS Ratryan wala,30.838796,71.608649,https://www.openstreetmap.org/node/6043058786,102.0,district sibling median (1 schools),0.5,0.25,0.5,0.429,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110836,GGCMS FEROZ WALA,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,4382918282,Govt Boys High School Guranwala,30.103392,70.627083,https://www.openstreetmap.org/node/4382918282,49.9,district sibling median (1 schools),0.48,0.0,0.0,0.48,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110836,GGCMS FEROZ WALA,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,5160870325,Shenhwala,31.219407,70.856913,https://www.openstreetmap.org/node/5160870325,78.4,district sibling median (1 schools),0.48,0.0,0.0,0.48,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32110836,GGCMS FEROZ WALA,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,54.8,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32110836,GGCMS FEROZ WALA,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,1433082477,(unnamed amenity=school POI),29.805058,70.621852,https://www.openstreetmap.org/way/1433082477,83.0,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32110836,GGCMS FEROZ WALA,D.G. KHAN,D.G.KHAN,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,92.1,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32120005,GHS BHANBHAN,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,531141298,Government High School Jahanian,30.036757,71.819309,https://www.openstreetmap.org/way/531141298,130.7,tehsil sibling median (1 schools),0.625,0.0,0.0,0.625,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32120005,GHS BHANBHAN,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921954263,Shahwar Model High School,30.183027,71.445723,https://www.openstreetmap.org/node/1921954263,91.2,tehsil sibling median (1 schools),0.533,0.0,0.0,0.533,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32120005,GHS BHANBHAN,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,902844407,Kirri Afghanan High School,30.196061,71.46364,https://www.openstreetmap.org/way/902844407,92.2,tehsil sibling median (1 schools),0.455,0.0,0.0,0.455,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32120005,GHS BHANBHAN,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,5502032222,Government Primary School Yaran Khan Chandiya,28.633285,70.209572,https://www.openstreetmap.org/node/5502032222,216.5,tehsil sibling median (1 schools),0.444,0.0,0.0,0.444,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32120005,GHS BHANBHAN,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,4762390626,Nandla Elementary School,30.246997,71.453807,https://www.openstreetmap.org/node/4762390626,89.0,tehsil sibling median (1 schools),0.429,0.0,0.0,0.429,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32120005,GHS BHANBHAN,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921954625,Zeshan School,30.211329,71.483617,https://www.openstreetmap.org/node/1921954625,93.2,tehsil sibling median (1 schools),0.429,0.0,0.0,0.429,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32120005,GHS BHANBHAN,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,54.8,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32120005,GHS BHANBHAN,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,1433082477,(unnamed amenity=school POI),29.805058,70.621852,https://www.openstreetmap.org/way/1433082477,83.0,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32120005,GHS BHANBHAN,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,92.1,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32120673,GGPS LAKHIBHIR,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1927270807,Hifher Secondary School,30.028081,70.642133,https://www.openstreetmap.org/node/1927270807,58.3,tehsil sibling median (1 schools),0.533,0.0,0.0,0.533,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32120673,GGPS LAKHIBHIR,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921952399,Aam Khas Bagh School,30.196459,71.480806,https://www.openstreetmap.org/node/1921952399,93.6,tehsil sibling median (1 schools),0.455,0.0,0.0,0.455,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32120673,GGPS LAKHIBHIR,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921954593,Zainab Public School,30.207145,71.452675,https://www.openstreetmap.org/node/1921954593,90.7,tehsil sibling median (1 schools),0.4,0.0,0.0,0.4,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32120673,GGPS LAKHIBHIR,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,965808597,AliGarh School,30.220725,71.473697,https://www.openstreetmap.org/node/965808597,91.9,tehsil sibling median (1 schools),0.375,0.0,0.0,0.375,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32120673,GGPS LAKHIBHIR,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921952424,AliGarh School,30.220728,71.473703,https://www.openstreetmap.org/node/1921952424,91.9,tehsil sibling median (1 schools),0.375,0.0,0.0,0.375,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32120673,GGPS LAKHIBHIR,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,900155113,Islamia High School,30.197377,71.477915,https://www.openstreetmap.org/way/900155113,93.3,tehsil sibling median (1 schools),0.375,0.0,0.0,0.375,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32120673,GGPS LAKHIBHIR,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,54.8,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32120673,GGPS LAKHIBHIR,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,1433082477,(unnamed amenity=school POI),29.805058,70.621852,https://www.openstreetmap.org/way/1433082477,83.0,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32120673,GGPS LAKHIBHIR,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,92.1,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32122060,GGPS Hayat Muhammad,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,5502039522,Hassan Abad,28.600631,70.207218,https://www.openstreetmap.org/node/5502039522,220.1,tehsil sibling median (1 schools),0.56,0.0,0.0,0.56,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32122060,GGPS Hayat Muhammad,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,6043058786,GPS Ratryan wala,30.838796,71.608649,https://www.openstreetmap.org/node/6043058786,102.0,tehsil sibling median (1 schools),0.462,0.0,0.0,0.462,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32122060,GGPS Hayat Muhammad,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921954007,Moona Grammar School,30.175495,71.491084,https://www.openstreetmap.org/node/1921954007,95.5,tehsil sibling median (1 schools),0.444,0.0,0.0,0.444,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32122060,GGPS Hayat Muhammad,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921953763,Lahore Grammar School,30.210342,71.473231,https://www.openstreetmap.org/node/1921953763,92.3,tehsil sibling median (1 schools),0.429,0.0,0.0,0.429,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32122060,GGPS Hayat Muhammad,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,182024764,Nusrat Ul Islam School,30.188426,71.440814,https://www.openstreetmap.org/way/182024764,90.6,tehsil sibling median (1 schools),0.414,0.0,0.0,0.414,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32122060,GGPS Hayat Muhammad,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921954068,Nusrat Ul Islam Girls High School,30.186417,71.440465,https://www.openstreetmap.org/node/1921954068,90.6,tehsil sibling median (1 schools),0.414,0.0,0.0,0.414,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32122060,GGPS Hayat Muhammad,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,54.8,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32122060,GGPS Hayat Muhammad,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,1433082477,(unnamed amenity=school POI),29.805058,70.621852,https://www.openstreetmap.org/way/1433082477,83.0,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32122060,GGPS Hayat Muhammad,D.G. KHAN,TAUNSA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,92.1,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32130225,GPS MIR NAGAR,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921954007,Moona Grammar School,30.175495,71.491084,https://www.openstreetmap.org/node/1921954007,95.5,district sibling median (1 schools),0.545,0.0,0.0,0.545,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130225,GPS MIR NAGAR,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,13275105514,GPS Madil Wala,30.461573,71.031784,https://www.openstreetmap.org/node/13275105514,43.0,district sibling median (1 schools),0.526,0.0,0.0,0.526,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130225,GPS MIR NAGAR,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,965808597,AliGarh School,30.220725,71.473697,https://www.openstreetmap.org/node/965808597,91.9,district sibling median (1 schools),0.5,0.0,0.0,0.5,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130225,GPS MIR NAGAR,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921952424,AliGarh School,30.220728,71.473703,https://www.openstreetmap.org/node/1921952424,91.9,district sibling median (1 schools),0.5,0.0,0.0,0.5,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130225,GPS MIR NAGAR,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,4382918282,Govt Boys High School Guranwala,30.103392,70.627083,https://www.openstreetmap.org/node/4382918282,49.9,district sibling median (1 schools),0.444,0.0,0.0,0.444,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130225,GPS MIR NAGAR,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,4395678729,Ibne-Sina Higher Secondary School,30.07411,71.184881,https://www.openstreetmap.org/node/4395678729,77.5,district sibling median (1 schools),0.444,0.0,0.0,0.444,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130225,GPS MIR NAGAR,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,54.8,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32130225,GPS MIR NAGAR,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,1433082477,(unnamed amenity=school POI),29.805058,70.621852,https://www.openstreetmap.org/way/1433082477,83.0,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32130225,GPS MIR NAGAR,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,92.1,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32130307,GPS BASTI YAQI,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,5271830522,Pakistan public high school,29.153246,71.261139,https://www.openstreetmap.org/node/5271830522,168.1,district sibling median (1 schools),0.444,0.0,0.0,0.444,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130307,GPS BASTI YAQI,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,5271830821,Al Sadiq public high school,29.153506,71.261111,https://www.openstreetmap.org/node/5271830821,168.1,district sibling median (1 schools),0.444,0.0,0.0,0.444,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130307,GPS BASTI YAQI,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921953903,Masjid Al Huda,30.187275,71.506276,https://www.openstreetmap.org/node/1921953903,96.3,district sibling median (1 schools),0.417,0.0,0.0,0.417,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130307,GPS BASTI YAQI,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,6352481390,HIGH AIMS MIDDLE SCHOOL MANI SIAL,30.283723,71.792574,https://www.openstreetmap.org/node/6352481390,118.6,district sibling median (1 schools),0.417,0.0,0.0,0.417,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130307,GPS BASTI YAQI,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921954048,National Foundation School,30.216872,71.469906,https://www.openstreetmap.org/node/1921954048,91.7,district sibling median (1 schools),0.414,0.0,0.0,0.414,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130307,GPS BASTI YAQI,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,23211023,Sadiq Public School,29.37639,71.655951,https://www.openstreetmap.org/way/23211023,165.8,district sibling median (1 schools),0.4,0.0,0.0,0.4,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130307,GPS BASTI YAQI,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,54.8,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32130307,GPS BASTI YAQI,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,1433082477,(unnamed amenity=school POI),29.805058,70.621852,https://www.openstreetmap.org/way/1433082477,83.0,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32130307,GPS BASTI YAQI,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,92.1,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32130580,GGPS DR. GHULAM MUHAMMAD,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921953763,Lahore Grammar School,30.210342,71.473231,https://www.openstreetmap.org/node/1921953763,92.3,district sibling median (1 schools),0.438,0.0,0.0,0.438,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130580,GGPS DR. GHULAM MUHAMMAD,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,4395697403,Sardar Koray Khan Public School,30.077519,71.190531,https://www.openstreetmap.org/node/4395697403,77.7,district sibling median (1 schools),0.4,0.0,0.0,0.4,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32130580,GGPS DR. GHULAM MUHAMMAD,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,900553082,Jamia Uloom-e-Islamia Multan,30.193447,71.477805,https://www.openstreetmap.org/way/900553082,93.5,district sibling median (1 schools),0.391,0.0,0.0,0.391,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32130580,GGPS DR. GHULAM MUHAMMAD,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921952399,Aam Khas Bagh School,30.196459,71.480806,https://www.openstreetmap.org/node/1921952399,93.6,district sibling median (1 schools),0.387,0.0,0.0,0.387,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32130580,GGPS DR. GHULAM MUHAMMAD,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",node,1921954007,Moona Grammar School,30.175495,71.491084,https://www.openstreetmap.org/node/1921954007,95.5,district sibling median (1 schools),0.387,0.0,0.0,0.387,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32130580,GGPS DR. GHULAM MUHAMMAD,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,902844407,Kirri Afghanan High School,30.196061,71.46364,https://www.openstreetmap.org/way/902844407,92.2,district sibling median (1 schools),0.375,0.0,0.0,0.375,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32130580,GGPS DR. GHULAM MUHAMMAD,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,54.8,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32130580,GGPS DR. GHULAM MUHAMMAD,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,1433082477,(unnamed amenity=school POI),29.805058,70.621852,https://www.openstreetmap.org/way/1433082477,83.0,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
