EMIS_Code,School_Name,District,Tehsil,Area_Used,OSM_Type,OSM_ID,OSM_Name,OSM_Latitude,OSM_Longitude,OSM_URL,Distance_km,Distance_Reference,Similarity_Score,Token_Jaccard,Token_Containment,String_Ratio,Confidence_Tier,Reviewer_Decision,Status
32130580,GGPS DR. GHULAM MUHAMMAD,D.G. KHAN,KOT CHUTTA,"division bbox (Dera Ghazi Khan Division, rel 16338539)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,92.1,district sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32220247,GGPS GARRAH SHUMALI,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,4327555490,Garrison Public High School,31.003416,71.209771,https://www.openstreetmap.org/node/4327555490,25.6,district sibling median (4 schools),0.455,0.0,0.0,0.455,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32220247,GGPS GARRAH SHUMALI,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,4327552491,Garrison Public High School Fatima Campus,30.973135,71.209168,https://www.openstreetmap.org/node/4327552491,25.2,district sibling median (4 schools),0.389,0.0,0.0,0.389,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220247,GGPS GARRAH SHUMALI,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,6043058786,GPS Ratryan wala,30.838796,71.608649,https://www.openstreetmap.org/node/6043058786,64.9,district sibling median (4 schools),0.385,0.0,0.0,0.385,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220247,GGPS GARRAH SHUMALI,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,5160870325,Shenhwala,31.219407,70.856913,https://www.openstreetmap.org/node/5160870325,29.3,district sibling median (4 schools),0.348,0.0,0.0,0.348,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220247,GGPS GARRAH SHUMALI,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,4595777490,Govt. Primary school Qaim Fareed Wala,30.713484,70.955074,https://www.openstreetmap.org/node/4595777490,28.2,district sibling median (4 schools),0.333,0.0,0.0,0.333,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220247,GGPS GARRAH SHUMALI,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,4869419228,Government Middle School 68 ML,31.363104,71.226269,https://www.openstreetmap.org/node/4869419228,51.6,district sibling median (4 schools),0.316,0.0,0.0,0.316,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220320,GGES BASTI PITAFI,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,4327552491,Garrison Public High School Fatima Campus,30.973135,71.209168,https://www.openstreetmap.org/node/4327552491,25.2,district sibling median (4 schools),0.41,0.0,0.0,0.41,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32220320,GGES BASTI PITAFI,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,5129207203,Govt.Primery School Nichan Thal,30.745678,71.692963,https://www.openstreetmap.org/node/5129207203,75.5,district sibling median (4 schools),0.278,0.0,0.0,0.278,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220320,GGES BASTI PITAFI,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,4595777490,Govt. Primary school Qaim Fareed Wala,30.713484,70.955074,https://www.openstreetmap.org/node/4595777490,28.2,district sibling median (4 schools),0.242,0.0,0.0,0.242,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220320,GGES BASTI PITAFI,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,5160870325,Shenhwala,31.219407,70.856913,https://www.openstreetmap.org/node/5160870325,29.3,district sibling median (4 schools),0.231,0.0,0.0,0.231,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220320,GGES BASTI PITAFI,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,6043058786,GPS Ratryan wala,30.838796,71.608649,https://www.openstreetmap.org/node/6043058786,64.9,district sibling median (4 schools),0.207,0.0,0.0,0.207,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220320,GGES BASTI PITAFI,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,4327552492,Govt Muslim High School,30.963282,71.209385,https://www.openstreetmap.org/node/4327552492,25.2,district sibling median (4 schools),0.174,0.0,0.0,0.174,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220564,GMMS AOULAKH NASHEB,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,4327555490,Garrison Public High School,31.003416,71.209771,https://www.openstreetmap.org/node/4327555490,25.6,district sibling median (4 schools),0.296,0.0,0.0,0.296,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220564,GMMS AOULAKH NASHEB,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,4595777490,Govt. Primary school Qaim Fareed Wala,30.713484,70.955074,https://www.openstreetmap.org/node/4595777490,28.2,district sibling median (4 schools),0.286,0.0,0.0,0.286,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220564,GMMS AOULAKH NASHEB,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,5129207203,Govt.Primery School Nichan Thal,30.745678,71.692963,https://www.openstreetmap.org/node/5129207203,75.5,district sibling median (4 schools),0.263,0.0,0.0,0.263,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220564,GMMS AOULAKH NASHEB,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,9602753789,Chak no. 287 TDA,31.04274,71.140062,https://www.openstreetmap.org/node/9602753789,20.4,district sibling median (4 schools),0.258,0.0,0.0,0.258,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220564,GMMS AOULAKH NASHEB,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,6043058786,GPS Ratryan wala,30.838796,71.608649,https://www.openstreetmap.org/node/6043058786,64.9,district sibling median (4 schools),0.258,0.0,0.0,0.258,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32220564,GMMS AOULAKH NASHEB,LAYYAH,KAROR LALISAN,"district bbox (Layyah District, rel 16117649)",node,5160870325,Shenhwala,31.219407,70.856913,https://www.openstreetmap.org/node/5160870325,29.3,district sibling median (4 schools),0.214,0.0,0.0,0.214,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32320475,GGPS BASTI SAIDAN,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,4395758501,Abdalian Science Higher Secondary School,30.018121,71.181041,https://www.openstreetmap.org/node/4395758501,49.0,tehsil sibling median (1 schools),0.5,0.0,0.0,0.5,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320475,GGPS BASTI SAIDAN,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,5271830522,Pakistan public high school,29.153246,71.261139,https://www.openstreetmap.org/node/5271830522,142.7,tehsil sibling median (1 schools),0.5,0.0,0.0,0.5,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320475,GGPS BASTI SAIDAN,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,5271830821,Al Sadiq public high school,29.153506,71.261111,https://www.openstreetmap.org/node/5271830821,142.7,tehsil sibling median (1 schools),0.5,0.0,0.0,0.5,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320475,GGPS BASTI SAIDAN,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,4998086916,Al Rahman Public School,29.760256,71.065831,https://www.openstreetmap.org/node/4998086916,72.8,tehsil sibling median (1 schools),0.476,0.0,0.0,0.476,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320475,GGPS BASTI SAIDAN,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,13275105514,GPS Madil Wala,30.461573,71.031784,https://www.openstreetmap.org/node/13275105514,11.0,tehsil sibling median (1 schools),0.455,0.0,0.0,0.455,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320475,GGPS BASTI SAIDAN,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,1921954048,National Foundation School,30.216872,71.469906,https://www.openstreetmap.org/node/1921954048,55.2,tehsil sibling median (1 schools),0.452,0.0,0.0,0.452,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320475,GGPS BASTI SAIDAN,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,48.9,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32320475,GGPS BASTI SAIDAN,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,55.6,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32320475,GGPS BASTI SAIDAN,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,182024883,(unnamed amenity=school POI),30.204435,71.516679,https://www.openstreetmap.org/way/182024883,59.9,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32320579,GGPS CHAK NO. 565/TDA,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,5271830522,Pakistan public high school,29.153246,71.261139,https://www.openstreetmap.org/node/5271830522,142.7,tehsil sibling median (1 schools),0.4,0.0,0.0,0.4,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320579,GGPS CHAK NO. 565/TDA,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,7244237489,GCT - TEVTA,29.372153,71.715205,https://www.openstreetmap.org/node/7244237489,137.2,tehsil sibling median (1 schools),0.381,0.0,0.0,0.381,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32320579,GGPS CHAK NO. 565/TDA,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,1535736144,Government Girls High School Royal Orchard Multan,30.251243,71.557292,https://www.openstreetmap.org/way/1535736144,61.9,tehsil sibling median (1 schools),0.375,0.0,0.0,0.375,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32320579,GGPS CHAK NO. 565/TDA,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,900553092,Government Vocational School,30.198226,71.479824,https://www.openstreetmap.org/way/900553092,56.9,tehsil sibling median (1 schools),0.364,0.0,0.0,0.364,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32320579,GGPS CHAK NO. 565/TDA,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,5535886325,Lohar wala,29.958369,70.599833,https://www.openstreetmap.org/node/5535886325,59.4,tehsil sibling median (1 schools),0.364,0.0,0.0,0.364,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32320579,GGPS CHAK NO. 565/TDA,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,1921953282,Govt. Secondary School New Central Jail Multan,30.162771,71.474991,https://www.openstreetmap.org/node/1921953282,58.2,tehsil sibling median (1 schools),0.343,0.0,0.0,0.343,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32320579,GGPS CHAK NO. 565/TDA,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,48.9,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32320579,GGPS CHAK NO. 565/TDA,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,55.6,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32320579,GGPS CHAK NO. 565/TDA,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,182024883,(unnamed amenity=school POI),30.204435,71.516679,https://www.openstreetmap.org/way/182024883,59.9,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32320754,GPS THATHI HAMZA NO. 2,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,5324989823,Govt. Girls High school no.2,30.06677,70.629228,https://www.openstreetmap.org/node/5324989823,47.9,tehsil sibling median (1 schools),1.0,0.333,1.0,0.133,Strong,,NEEDS MANUAL VERIFICATION - not accepted
32320754,GPS THATHI HAMZA NO. 2,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,1921952861,FG Boys School #2,30.182383,71.433213,https://www.openstreetmap.org/node/1921952861,53.6,tehsil sibling median (1 schools),0.5,0.25,0.5,0.222,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320754,GPS THATHI HAMZA NO. 2,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,13275105514,GPS Madil Wala,30.461573,71.031784,https://www.openstreetmap.org/node/13275105514,11.0,tehsil sibling median (1 schools),0.417,0.0,0.0,0.417,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320754,GPS THATHI HAMZA NO. 2,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,5535886325,Lohar wala,29.958369,70.599833,https://www.openstreetmap.org/node/5535886325,59.4,tehsil sibling median (1 schools),0.417,0.0,0.0,0.417,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320754,GPS THATHI HAMZA NO. 2,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,1921954263,Shahwar Model High School,30.183027,71.445723,https://www.openstreetmap.org/node/1921954263,54.7,tehsil sibling median (1 schools),0.381,0.0,0.0,0.381,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32320754,GPS THATHI HAMZA NO. 2,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,900155113,Islamia High School,30.197377,71.477915,https://www.openstreetmap.org/way/900155113,56.8,tehsil sibling median (1 schools),0.381,0.0,0.0,0.381,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32320754,GPS THATHI HAMZA NO. 2,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,48.9,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32320754,GPS THATHI HAMZA NO. 2,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,55.6,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32320754,GPS THATHI HAMZA NO. 2,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,182024883,(unnamed amenity=school POI),30.204435,71.516679,https://www.openstreetmap.org/way/182024883,59.9,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32320949,GPS CHAK NO. 131 ML,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,1193203160,Tameer-e-Milat School,30.205317,71.521874,https://www.openstreetmap.org/way/1193203160,60.3,tehsil sibling median (1 schools),0.4,0.0,0.0,0.4,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320949,GPS CHAK NO. 131 ML,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,1921954034,NFC IET Multan,30.22032,71.538141,https://www.openstreetmap.org/node/1921954034,61.2,tehsil sibling median (1 schools),0.4,0.0,0.0,0.4,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320949,GPS CHAK NO. 131 ML,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,4923902186,Government Technical High School,29.394433,71.683756,https://www.openstreetmap.org/node/4923902186,133.5,tehsil sibling median (1 schools),0.4,0.0,0.0,0.4,Possible,,NEEDS MANUAL VERIFICATION - not accepted
32320949,GPS CHAK NO. 131 ML,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,1535736144,Government Girls High School Royal Orchard Multan,30.251243,71.557292,https://www.openstreetmap.org/way/1535736144,61.9,tehsil sibling median (1 schools),0.387,0.0,0.0,0.387,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32320949,GPS CHAK NO. 131 ML,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,5535886325,Lohar wala,29.958369,70.599833,https://www.openstreetmap.org/node/5535886325,59.4,tehsil sibling median (1 schools),0.381,0.0,0.0,0.381,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32320949,GPS CHAK NO. 131 ML,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",node,1921953786,MC Schol,30.187125,71.464219,https://www.openstreetmap.org/node/1921953786,56.1,tehsil sibling median (1 schools),0.375,0.0,0.0,0.375,Weak,,NEEDS MANUAL VERIFICATION - not accepted
32320949,GPS CHAK NO. 131 ML,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,387626115,(unnamed amenity=school POI),30.058381,70.624699,https://www.openstreetmap.org/way/387626115,48.9,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32320949,GPS CHAK NO. 131 ML,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,182024874,(unnamed amenity=school POI),30.213207,71.472373,https://www.openstreetmap.org/way/182024874,55.6,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
32320949,GPS CHAK NO. 131 ML,MUZAFFARGARH,KOT ADU,"district bbox (Muzaffargarh District, rel 16117650)",way,182024883,(unnamed amenity=school POI),30.204435,71.516679,https://www.openstreetmap.org/way/182024883,59.9,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
33150025,GPS 141 RB II,FAISALABAD,CHAK JHUMARA,"district bbox (Faisalabad District, rel 16117660)",way,1024682368,Government Girls Primary School Chak 241 GB I Behram,31.053148,72.774248,https://www.openstreetmap.org/way/1024682368,46.5,district sibling median (15 schools),0.414,0.0,0.0,0.414,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33150025,GPS 141 RB II,FAISALABAD,CHAK JHUMARA,"district bbox (Faisalabad District, rel 16117660)",way,1442541510,Govt Boys Primary Chak No 148 RB Sona Toba,31.601382,73.305535,https://www.openstreetmap.org/way/1442541510,32.7,district sibling median (15 schools),0.4,0.143,0.333,0.4,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33150025,GPS 141 RB II,FAISALABAD,CHAK JHUMARA,"district bbox (Faisalabad District, rel 16117660)",way,791207199,Govt Girl High School 24/2.r,30.857216,73.521188,https://www.openstreetmap.org/way/791207199,72.8,district sibling median (15 schools),0.4,0.0,0.0,0.4,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33150025,GPS 141 RB II,FAISALABAD,CHAK JHUMARA,"district bbox (Faisalabad District, rel 16117660)",way,791185685,Govt Boys school 24/2.r,30.856409,73.52087,https://www.openstreetmap.org/way/791185685,72.9,district sibling median (15 schools),0.4,0.0,0.0,0.4,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33150025,GPS 141 RB II,FAISALABAD,CHAK JHUMARA,"district bbox (Faisalabad District, rel 16117660)",node,6837297685,Government Boys Elementary School 155 G.B,31.065107,72.706822,https://www.openstreetmap.org/node/6837297685,49.7,district sibling median (15 schools),0.375,0.0,0.0,0.375,Weak,,NEEDS MANUAL VERIFICATION - not accepted
33150025,GPS 141 RB II,FAISALABAD,CHAK JHUMARA,"district bbox (Faisalabad District, rel 16117660)",way,1519623327,Government High School 259 RB Gurussar,31.259527,72.936839,https://www.openstreetmap.org/way/1519623327,19.0,district sibling median (15 schools),0.333,0.2,0.333,0.333,Weak,,NEEDS MANUAL VERIFICATION - not accepted
33150025,GPS 141 RB II,FAISALABAD,CHAK JHUMARA,"district bbox (Faisalabad District, rel 16117660)",node,13696007941,(unnamed amenity=school POI),31.431749,73.116877,https://www.openstreetmap.org/node/13696007941,6.7,district sibling median (15 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
33150025,GPS 141 RB II,FAISALABAD,CHAK JHUMARA,"district bbox (Faisalabad District, rel 16117660)",node,3600045612,(unnamed amenity=school POI),31.397148,73.164587,https://www.openstreetmap.org/node/3600045612,9.0,district sibling median (15 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
33150025,GPS 141 RB II,FAISALABAD,CHAK JHUMARA,"district bbox (Faisalabad District, rel 16117660)",node,13626280079,(unnamed amenity=school POI),31.757581,72.904618,https://www.openstreetmap.org/node/13626280079,44.2,district sibling median (15 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
33160266,GGPS 595 GB,FAISALABAD,TANDLIAN WALA,"district bbox (Faisalabad District, rel 16117660)",node,6837297685,Government Boys Elementary School 155 G.B,31.065107,72.706822,https://www.openstreetmap.org/node/6837297685,49.7,district sibling median (15 schools),0.769,0.0,0.0,0.769,Strong,,NEEDS MANUAL VERIFICATION - not accepted
33160266,GGPS 595 GB,FAISALABAD,TANDLIAN WALA,"district bbox (Faisalabad District, rel 16117660)",node,12616114412,Govt Girls Primary School Chak 391 GB,30.993216,73.077721,https://www.openstreetmap.org/node/12616114412,43.7,district sibling median (15 schools),0.5,0.25,0.5,0.471,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33160266,GGPS 595 GB,FAISALABAD,TANDLIAN WALA,"district bbox (Faisalabad District, rel 16117660)",way,1024682368,Government Girls Primary School Chak 241 GB I Behram,31.053148,72.774248,https://www.openstreetmap.org/way/1024682368,46.5,district sibling median (15 schools),0.5,0.167,0.5,0.231,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33160266,GGPS 595 GB,FAISALABAD,TANDLIAN WALA,"district bbox (Faisalabad District, rel 16117660)",way,1024679581,Government Primary School Chak 241 GB North Behram,31.050386,72.773079,https://www.openstreetmap.org/way/1024679581,46.9,district sibling median (15 schools),0.5,0.167,0.5,0.2,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33160266,GGPS 595 GB,FAISALABAD,TANDLIAN WALA,"district bbox (Faisalabad District, rel 16117660)",node,3994503499,Govt. High School 363 G.B,31.118073,73.325512,https://www.openstreetmap.org/node/3994503499,38.4,district sibling median (15 schools),0.462,0.0,0.0,0.462,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33160266,GGPS 595 GB,FAISALABAD,TANDLIAN WALA,"district bbox (Faisalabad District, rel 16117660)",node,3994507587,Govt. Girls High School 363 G.B,31.117756,73.326778,https://www.openstreetmap.org/node/3994507587,38.5,district sibling median (15 schools),0.462,0.0,0.0,0.462,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33160266,GGPS 595 GB,FAISALABAD,TANDLIAN WALA,"district bbox (Faisalabad District, rel 16117660)",node,13696007941,(unnamed amenity=school POI),31.431749,73.116877,https://www.openstreetmap.org/node/13696007941,6.7,district sibling median (15 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
33160266,GGPS 595 GB,FAISALABAD,TANDLIAN WALA,"district bbox (Faisalabad District, rel 16117660)",node,3600045612,(unnamed amenity=school POI),31.397148,73.164587,https://www.openstreetmap.org/node/3600045612,9.0,district sibling median (15 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
33160266,GGPS 595 GB,FAISALABAD,TANDLIAN WALA,"district bbox (Faisalabad District, rel 16117660)",node,13626280079,(unnamed amenity=school POI),31.757581,72.904618,https://www.openstreetmap.org/node/13626280079,44.2,district sibling median (15 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
33310079,GGHS CHAK 159 GB,T.T.SINGH,GOJRA,"district bbox (Toba Tek Singh District, rel 16117652)",node,9845585630,Government Primary School Chak 741 GB,30.640144,72.538057,https://www.openstreetmap.org/node/9845585630,30.4,tehsil sibling median (1 schools),0.818,0.5,0.667,0.818,Strong,,NEEDS MANUAL VERIFICATION - not accepted
33310079,GGHS CHAK 159 GB,T.T.SINGH,GOJRA,"district bbox (Toba Tek Singh District, rel 16117652)",way,1245860376,GHS Chak No.328 GB,30.791774,72.316971,https://www.openstreetmap.org/way/1245860376,28.4,tehsil sibling median (1 schools),0.727,0.5,0.667,0.727,Strong,,NEEDS MANUAL VERIFICATION - not accepted
33310079,GGHS CHAK 159 GB,T.T.SINGH,GOJRA,"district bbox (Toba Tek Singh District, rel 16117652)",way,1024679581,Government Primary School Chak 241 GB North Behram,31.050386,72.773079,https://www.openstreetmap.org/way/1024679581,24.1,tehsil sibling median (1 schools),0.667,0.333,0.667,0.514,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33310079,GGHS CHAK 159 GB,T.T.SINGH,GOJRA,"district bbox (Toba Tek Singh District, rel 16117652)",way,1024682368,Government Girls Primary School Chak 241 GB I Behram,31.053148,72.774248,https://www.openstreetmap.org/way/1024682368,24.4,tehsil sibling median (1 schools),0.667,0.333,0.667,0.581,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33310079,GGHS CHAK 159 GB,T.T.SINGH,GOJRA,"district bbox (Toba Tek Singh District, rel 16117652)",node,4728028559,Government PS Boys Chak 740 GB,30.643058,72.622339,https://www.openstreetmap.org/node/4728028559,30.0,tehsil sibling median (1 schools),0.667,0.4,0.667,0.64,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33310079,GGHS CHAK 159 GB,T.T.SINGH,GOJRA,"district bbox (Toba Tek Singh District, rel 16117652)",way,449220379,Govt. Elementary School Chak 370 JB,31.110087,72.704786,https://www.openstreetmap.org/way/449220379,25.1,tehsil sibling median (1 schools),0.636,0.2,0.333,0.636,Possible,,NEEDS MANUAL VERIFICATION - not accepted
33310079,GGHS CHAK 159 GB,T.T.SINGH,GOJRA,"district bbox (Toba Tek Singh District, rel 16117652)",way,311681165,(unnamed amenity=school POI),30.945543,72.717405,https://www.openstreetmap.org/way/311681165,13.7,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
33310079,GGHS CHAK 159 GB,T.T.SINGH,GOJRA,"district bbox (Toba Tek Singh District, rel 16117652)",way,487508261,(unnamed amenity=school POI),30.536692,72.699357,https://www.openstreetmap.org/way/487508261,43.1,tehsil sibling median (1 schools),0.0,0.0,0.0,0.0,Unnamed_POI,,NEEDS MANUAL VERIFICATION - not accepted
